file_name,avg_pitch,pitch_std,tempo,energy,silence_frames,emotion,sentiment
03-01-06-01-02-02-01.wav,1854.3431,1138.8448,208.33333333,0.00442941,276,fearful,negative
03-01-06-02-01-01-01.wav,1791.1849,1098.0726,208.33333333,0.015618024,322,fearful,negative
03-01-06-02-01-02-01.wav,1791.8357,1080.4873,100.44642857,0.021316655,226,fearful,negative
03-01-06-02-02-01-01.wav,1747.4181,1126.7147,200.89285714,0.035744805,209,fearful,negative
03-01-06-02-02-02-01.wav,1669.1265,1068.8318,165.44117647,0.024112962,205,fearful,negative
03-01-07-01-01-01-01.wav,1831.0707,1118.0431,69.44444444,0.0024997578,350,disgust,negative
03-01-07-01-01-02-01.wav,1850.4536,1122.5546,108.17307692,0.0028929436,333,disgust,negative
03-01-07-01-02-01-01.wav,1774.3934,1129.5596,137.19512195,0.0027418216,351,disgust,negative
03-01-07-01-02-02-01.wav,1882.1554,1147.2086,165.44117647,0.0028235773,327,disgust,negative
03-01-07-02-01-01-01.wav,1824.0675,1120.439,165.44117647,0.010924625,270,disgust,negative
03-01-07-02-01-02-01.wav,1937.6276,1118.4956,86.53846154,0.011843513,255,disgust,negative
03-01-07-02-02-01-01.wav,1664.4971,1131.2501,144.23076923,0.011015684,247,disgust,negative
03-01-07-02-02-02-01.wav,1763.4749,1111.9929,181.4516129,0.0111991055,252,disgust,negative
03-01-08-01-01-01-01.wav,1887.9792,1126.5328,140.625,0.0029146448,290,surprised,positive
03-01-08-01-01-02-01.wav,1904.9467,1125.5802,160.71428571,0.0029287005,271,surprised,positive
03-01-08-01-02-01-01.wav,1875.523,1137.1487,187.5,0.003248996,301,surprised,positive
03-01-08-01-02-02-01.wav,1916.0222,1136.112,83.95522388,0.0037579793,254,surprised,positive
03-01-08-02-01-01-01.wav,1884.4658,1129.4917,144.23076923,0.0067231325,234,surprised,positive
03-01-08-02-01-02-01.wav,1833.6826,1137.8173,130.81395349,0.008828125,244,surprised,positive
03-01-08-02-02-01-01.wav,1899.7997,1139.48,193.96551724,0.006753442,217,surprised,positive
03-01-08-02-02-02-01.wav,1840.372,1120.4637,93.75,0.009040162,208,surprised,positive
03-01-01-01-01-01-02.wav,1710.9099,1115.3384,117.1875,0.0033448308,295,neutral,neutral
03-01-01-01-01-02-02.wav,1785.7117,1120.0813,125.0,0.0033259117,291,neutral,neutral
03-01-01-01-02-01-02.wav,1737.8857,1126.3833,170.45454545,0.0051298533,278,neutral,neutral
03-01-01-01-02-02-02.wav,1754.8435,1122.7704,181.4516129,0.004685411,271,neutral,neutral
03-01-02-01-01-01-02.wav,1835.7369,1160.6343,100.44642857,0.0031098386,316,calm,neutral
03-01-02-01-01-02-02.wav,1852.6564,1134.5743,187.5,0.0031890122,325,calm,neutral
03-01-02-01-02-01-02.wav,1669.547,1126.503,117.1875,0.0036047194,303,calm,neutral
03-01-02-01-02-02-02.wav,1826.9238,1119.0002,110.29411765,0.0035390272,317,calm,neutral
03-01-02-02-01-01-02.wav,1904.3231,1147.8942,175.78125,0.0025965993,368,calm,neutral
03-01-02-02-01-02-02.wav,1855.7324,1136.8901,93.75,0.0028473192,353,calm,neutral
03-01-02-02-02-01-02.wav,1854.4832,1132.3285,93.75,0.0032475952,349,calm,neutral
03-01-02-02-02-02-02.wav,1748.0162,1124.5237,144.23076923,0.0031908066,350,calm,neutral
03-01-03-01-01-01-02.wav,1907.3416,1102.9426,144.23076923,0.006350114,261,happy,positive
03-01-03-01-01-02-02.wav,1870.7216,1109.6747,137.19512195,0.0057052895,274,happy,positive
03-01-03-01-02-01-02.wav,1830.3745,1106.1058,175.78125,0.006452927,272,happy,positive
03-01-03-01-02-02-02.wav,1810.9159,1104.4995,181.4516129,0.0062157763,273,happy,positive
03-01-03-02-01-01-02.wav,1919.431,1112.5953,81.52173913,0.015484766,215,happy,positive
03-01-03-02-01-02-02.wav,1918.2285,1110.0864,122.2826087,0.015966004,216,happy,positive
03-01-03-02-02-01-02.wav,1869.6685,1090.9142,114.79591837,0.011077776,237,happy,positive
03-01-03-02-02-02-02.wav,1890.0822,1122.4155,181.4516129,0.012453201,215,happy,positive
03-01-04-01-01-01-02.wav,1827.4175,1130.946,127.84090909,0.002700167,331,sad,negative
03-01-04-01-01-02-02.wav,1833.6578,1120.367,133.92857143,0.0029773524,326,sad,negative
03-01-04-01-02-01-02.wav,1832.147,1145.1929,98.68421053,0.003167647,334,sad,negative
03-01-04-01-02-02-02.wav,1854.5768,1142.3093,193.96551724,0.0028899182,336,sad,negative
03-01-04-02-01-01-02.wav,1879.548,1126.4774,92.21311475,0.002532207,335,sad,negative
03-01-04-02-01-02-02.wav,1903.0844,1143.0836,122.2826087,0.0023034983,336,sad,negative
03-01-04-02-02-01-02.wav,1835.8217,1136.2393,187.5,0.0035185427,305,sad,negative
03-01-04-02-02-02-02.wav,1865.471,1132.6738,216.34615385,0.0030359845,315,sad,negative
03-01-05-01-01-01-02.wav,1753.2977,1121.8999,127.84090909,0.0064853197,255,angry,negative
03-01-05-01-01-02-02.wav,1838.3466,1119.6191,127.84090909,0.00694725,251,angry,negative
03-01-05-01-02-01-02.wav,1668.3309,1089.6041,208.33333333,0.008028582,237,angry,negative
03-01-05-01-02-02-02.wav,1831.2062,1124.4858,122.2826087,0.007710358,246,angry,negative
03-01-05-02-01-01-02.wav,1805.6257,1124.3301,112.5,0.022550447,213,angry,negative
03-01-05-02-01-02-02.wav,1823.3098,1123.5974,108.17307692,0.017822703,230,angry,negative
03-01-05-02-02-01-02.wav,1836.96,1107.961,181.4516129,0.04367468,206,angry,negative
03-01-05-02-02-02-02.wav,1804.7161,1100.8593,170.45454545,0.038478065,210,angry,negative
03-01-06-01-01-01-02.wav,1997.362,1113.1375,152.02702703,0.0071368203,245,fearful,negative
03-01-06-01-01-02-02.wav,1957.2219,1117.6659,125.0,0.0073839864,248,fearful,negative
03-01-06-01-02-01-02.wav,1975.2109,1122.8687,137.19512195,0.008342018,233,fearful,negative
03-01-06-01-02-02-02.wav,1995.7012,1116.1346,187.5,0.008738918,218,fearful,negative
03-01-06-02-01-01-02.wav,2043.6194,1113.4512,130.81395349,0.012439752,250,fearful,negative
03-01-06-02-01-02-02.wav,2047.4847,1115.3728,82.72058824,0.016157914,225,fearful,negative
03-01-06-02-02-01-02.wav,1995.6873,1108.2565,137.19512195,0.017978571,208,fearful,negative
03-01-06-02-02-02-02.wav,1926.0311,1117.8062,152.02702703,0.015284434,208,fearful,negative
03-01-07-01-01-01-02.wav,1744.179,1093.253,130.81395349,0.0030920934,304,disgust,negative
03-01-07-01-01-02-02.wav,1806.4209,1121.013,130.81395349,0.002855195,303,disgust,negative
03-01-07-01-02-01-02.wav,1668.0814,1086.9646,170.45454545,0.0047872197,291,disgust,negative
03-01-07-01-02-02-02.wav,1779.1122,1115.356,187.5,0.0045500444,296,disgust,negative
03-01-07-02-01-01-02.wav,1846.6179,1124.505,114.79591837,0.0054512857,299,disgust,negative
03-01-07-02-01-02-02.wav,1830.7006,1135.647,92.21311475,0.0057050544,317,disgust,negative
03-01-07-02-02-01-02.wav,1716.2124,1082.3547,181.4516129,0.007757125,236,disgust,negative
03-01-07-02-02-02-02.wav,1759.5483,1093.9067,170.45454545,0.0072865323,279,disgust,negative
03-01-08-01-01-01-02.wav,1779.1371,1118.4629,160.71428571,0.006677238,241,surprised,positive
03-01-08-01-01-02-02.wav,1923.3862,1115.3331,160.71428571,0.0052036103,253,surprised,positive
03-01-08-01-02-01-02.wav,1824.8844,1119.9242,208.33333333,0.0065261973,246,surprised,positive
03-01-08-01-02-02-02.wav,1881.8531,1120.7699,140.625,0.006926768,225,surprised,positive
03-01-08-02-01-01-02.wav,1869.8812,1104.1008,125.0,0.008457239,239,surprised,positive
03-01-08-02-01-02-02.wav,1921.3982,1110.8911,125.0,0.008416958,241,surprised,positive
03-01-08-02-02-01-02.wav,1832.251,1114.8545,125.0,0.011803545,208,surprised,positive
03-01-08-02-02-02-02.wav,1902.7897,1107.4651,110.29411765,0.012274262,214,surprised,positive
03-01-01-01-01-01-03.wav,1637.6016,1086.7843,130.81395349,0.003757135,282,neutral,neutral
03-01-01-01-01-02-03.wav,1407.197,1057.1946,125.0,0.0035244385,286,neutral,neutral
03-01-01-01-02-01-03.wav,1682.7109,1107.4651,170.45454545,0.004081339,282,neutral,neutral
03-01-01-01-02-02-03.wav,1729.7415,1106.0704,69.44444444,0.004365069,280,neutral,neutral
03-01-02-01-01-01-03.wav,1574.7083,1066.8221,112.5,0.0026532232,337,calm,neutral
03-01-02-01-01-02-03.wav,1611.3978,1056.0133,108.17307692,0.0028161404,325,calm,neutral
03-01-02-01-02-01-03.wav,1699.6301,1067.9973,137.19512195,0.002883733,347,calm,neutral
03-01-02-01-02-02-03.wav,1749.6208,1104.6368,181.4516129,0.007891615,240,calm,neutral
03-01-02-02-01-01-03.wav,1589.5187,1001.2381,92.21311475,0.004336462,321,calm,neutral
03-01-02-02-01-02-03.wav,1744.7628,1088.931,127.84090909,0.0075799683,265,calm,neutral
03-01-02-02-02-01-03.wav,1573.6798,1045.4666,125.0,0.009092376,237,calm,neutral
03-01-02-02-02-02-03.wav,1664.9719,1064.6725,175.78125,0.008642663,242,calm,neutral
03-01-03-01-01-01-03.wav,1680.277,1066.1045,112.5,0.007494982,249,happy,positive
03-01-03-01-01-02-03.wav,1657.8959,1064.1724,125.0,0.010318054,219,happy,positive
03-01-03-01-02-01-03.wav,1809.5706,1110.0283,175.78125,0.009525374,213,happy,positive
03-01-03-01-02-02-03.wav,1555.7126,1048.7072,175.78125,0.0064340183,244,happy,positive
03-01-03-02-01-01-03.wav,1686.7197,1057.775,93.75,0.021878878,212,happy,positive
03-01-03-02-01-02-03.wav,1611.4797,1043.5332,87.890625,0.033673763,197,happy,positive
03-01-03-02-02-01-03.wav,1385.7404,978.18756,137.19512195,0.041374803,173,happy,positive
03-01-03-02-02-02-03.wav,1569.0122,1023.69366,148.02631579,0.023225827,176,happy,positive
03-01-04-01-01-01-03.wav,1703.8068,1088.6075,119.68085106,0.0022698427,328,sad,negative
03-01-04-01-01-02-03.wav,1720.5475,1112.4729,130.81395349,0.002349039,331,sad,negative
03-01-04-01-02-01-03.wav,1783.6697,1130.2925,152.02702703,0.004061058,306,sad,negative
03-01-04-01-02-02-03.wav,1433.6119,1009.8358,148.02631579,0.0038388933,306,sad,negative
03-01-04-02-01-01-03.wav,1614.8323,1060.868,104.16666667,0.011160112,238,sad,negative
03-01-04-02-01-02-03.wav,1607.0884,1086.4628,122.2826087,0.016533373,199,sad,negative
03-01-04-02-02-01-03.wav,1476.519,1045.6647,69.44444444,0.018764893,184,sad,negative
03-01-04-02-02-02-03.wav,1547.4562,1106.5321,68.59756098,0.01651671,202,sad,negative
03-01-05-01-01-01-03.wav,1792.0541,1119.1093,108.17307692,0.0022536593,359,angry,negative
03-01-05-01-01-02-03.wav,1858.972,1110.8419,127.84090909,0.008426247,271,angry,negative
03-01-05-01-02-01-03.wav,1894.3381,1141.706,140.625,0.006698304,272,angry,negative
03-01-05-01-02-02-03.wav,1840.3566,1120.5916,152.02702703,0.0107639935,219,angry,negative
03-01-05-02-01-01-03.wav,1837.6913,1146.1561,93.75,0.053007815,199,angry,negative
03-01-05-02-01-02-03.wav,1802.1586,1108.8765,122.2826087,0.04904661,201,angry,negative
03-01-05-02-02-01-03.wav,1720.9175,1123.2625,117.1875,0.045981023,199,angry,negative
03-01-05-02-02-02-03.wav,1740.8007,1126.1648,93.75,0.06310663,196,angry,negative
03-01-06-01-01-01-03.wav,1707.0375,1095.4292,73.05194805,0.003852657,305,fearful,negative
03-01-06-01-01-02-03.wav,1655.8488,1066.0334,112.5,0.006965771,256,fearful,negative
03-01-06-01-02-01-03.wav,1744.9573,1100.6373,216.34615385,0.008343131,211,fearful,negative
03-01-06-01-02-02-03.wav,1791.0325,1098.0078,175.78125,0.006995574,222,fearful,negative
03-01-06-02-01-01-03.wav,1567.8132,1056.3988,102.27272727,0.025211597,159,fearful,negative
03-01-06-02-01-02-03.wav,1631.8248,1011.6173,114.79591837,0.04302572,177,fearful,negative
03-01-06-02-02-01-03.wav,1444.4216,1031.4912,148.02631579,0.02758255,182,fearful,negative
03-01-06-02-02-02-03.wav,1634.289,962.8326,200.89285714,0.035824984,177,fearful,negative
03-01-07-01-01-01-03.wav,1818.4962,1106.8396,106.13207547,0.004934747,311,disgust,negative
03-01-07-01-01-02-03.wav,1816.2441,1110.5443,92.21311475,0.0034652997,338,disgust,negative
03-01-07-01-02-01-03.wav,1686.3464,1077.8713,133.92857143,0.0036873051,302,disgust,negative
03-01-07-01-02-02-03.wav,1829.0941,1087.8505,148.02631579,0.0062955967,267,disgust,negative
03-01-07-02-01-01-03.wav,1683.779,1065.182,64.65517241,0.00432397,331,disgust,negative
03-01-07-02-01-02-03.wav,1632.7228,1081.1768,90.72580645,0.0045081503,325,disgust,negative
03-01-07-02-02-01-03.wav,1576.629,1069.7288,122.2826087,0.0081651015,266,disgust,negative
03-01-07-02-02-02-03.wav,1742.6278,1103.4376,140.625,0.013410182,208,disgust,negative
03-01-08-01-01-01-03.wav,1768.6938,1068.3041,137.19512195,0.006414417,218,surprised,positive
03-01-08-01-01-02-03.wav,1680.5493,1088.989,76.01351351,0.0071923477,220,surprised,positive
03-01-08-01-02-01-03.wav,1736.1877,1076.7372,83.95522388,0.005809971,214,surprised,positive
03-01-08-01-02-02-03.wav,1671.8899,1037.5746,125.0,0.009165791,216,surprised,positive
03-01-08-02-01-01-03.wav,1695.1764,1058.1385,152.02702703,0.01289539,201,surprised,positive
03-01-08-02-01-02-03.wav,1701.9203,1064.6626,125.0,0.015995296,204,surprised,positive
03-01-08-02-02-01-03.wav,1640.1251,1059.0654,76.01351351,0.016429735,200,surprised,positive
03-01-08-02-02-02-03.wav,1741.1378,1076.4237,61.81318681,0.009995703,197,surprised,positive
03-01-01-01-01-01-04.wav,1862.1022,1139.4307,144.23076923,0.0023342986,291,neutral,neutral
03-01-01-01-01-02-04.wav,1864.8969,1139.3943,165.44117647,0.0026024606,299,neutral,neutral
03-01-01-01-02-01-04.wav,1810.5745,1131.0802,137.19512195,0.002500966,292,neutral,neutral
03-01-01-01-02-02-04.wav,1766.3182,1130.3096,82.72058824,0.002098943,295,neutral,neutral
03-01-02-01-01-01-04.wav,1890.1425,1141.2316,122.2826087,0.002631656,338,calm,neutral
03-01-02-01-01-02-04.wav,1819.2742,1100.7324,156.25,0.0028494976,337,calm,neutral
03-01-02-01-02-01-04.wav,1565.2313,1123.3309,53.57142857,0.003873695,279,calm,neutral
03-01-02-01-02-02-04.wav,1824.9994,1126.179,200.89285714,0.0026499147,316,calm,neutral
03-01-02-02-01-01-04.wav,1874.4938,1137.7162,100.44642857,0.002521605,359,calm,neutral
03-01-02-02-01-02-04.wav,1906.0352,1122.1135,127.84090909,0.0025773707,342,calm,neutral
03-01-02-02-02-01-04.wav,1757.4703,1113.5175,119.68085106,0.0031762503,326,calm,neutral
03-01-02-02-02-02-04.wav,1907.7866,1130.0402,130.81395349,0.0028001682,367,calm,neutral
03-01-03-01-01-01-04.wav,1857.6345,1117.4858,130.81395349,0.0042314455,259,happy,positive
03-01-03-01-01-02-04.wav,1931.76,1107.8354,156.25,0.006320261,241,happy,positive
03-01-03-01-02-01-04.wav,1818.0123,1119.1478,187.5,0.005259467,238,happy,positive
03-01-03-01-02-02-04.wav,1834.0148,1113.8567,54.61165049,0.0067980173,221,happy,positive
03-01-03-02-01-01-04.wav,1951.8097,1111.8235,122.2826087,0.013023684,235,happy,positive
03-01-03-02-01-02-04.wav,1873.2158,1095.3546,144.23076923,0.017028227,208,happy,positive
03-01-03-02-02-01-04.wav,1897.8314,1110.5363,51.60550459,0.015281268,198,happy,positive
03-01-03-02-02-02-04.wav,1864.5913,1108.3646,127.84090909,0.023823109,201,happy,positive
03-01-04-01-01-01-04.wav,1898.1969,1131.268,140.625,0.0023256068,297,sad,negative
03-01-04-01-01-02-04.wav,1867.1857,1107.6893,152.02702703,0.0069003813,230,sad,negative
03-01-04-01-02-01-04.wav,1754.3622,1111.511,67.77108434,0.007593324,211,sad,negative
03-01-04-01-02-02-04.wav,1936.2333,1128.0433,96.98275862,0.006977639,223,sad,negative
03-01-04-02-01-01-04.wav,1949.768,1115.2507,152.02702703,0.012156547,227,sad,negative
03-01-04-02-01-02-04.wav,1870.4432,1110.2825,106.13207547,0.014789522,231,sad,negative
03-01-04-02-02-01-04.wav,1949.5404,1096.1942,193.96551724,0.02862252,198,sad,negative
03-01-04-02-02-02-04.wav,1897.5677,1123.146,225.0,0.019695265,203,sad,negative
03-01-05-01-01-01-04.wav,1841.48,1119.7844,102.27272727,0.007344024,248,angry,negative
03-01-05-01-01-02-04.wav,1841.6383,1113.8604,114.79591837,0.009499144,239,angry,negative
03-01-05-01-02-01-04.wav,1793.6539,1097.6046,70.3125,0.010964017,207,angry,negative
03-01-05-01-02-02-04.wav,1888.928,1123.5815,130.81395349,0.0076791355,230,angry,negative
03-01-05-02-01-01-04.wav,1922.5024,1107.6161,122.2826087,0.034486156,209,angry,negative
03-01-05-02-01-02-04.wav,1853.8494,1121.3386,175.78125,0.0261381,208,angry,negative
03-01-05-02-02-01-04.wav,1946.5216,1112.8948,208.33333333,0.03825139,194,angry,negative
03-01-05-02-02-02-04.wav,1894.798,1105.3704,170.45454545,0.025705583,196,angry,negative
03-01-06-01-01-01-04.wav,1973.85,1130.5073,160.71428571,0.008019922,219,fearful,negative
03-01-06-01-01-02-04.wav,2004.7949,1128.0167,119.68085106,0.009617506,213,fearful,negative
03-01-06-01-02-01-04.wav,1881.968,1113.5479,77.05479452,0.010200057,203,fearful,negative
03-01-06-01-02-02-04.wav,1893.5958,1126.5306,59.84042553,0.009761918,210,fearful,negative
03-01-06-02-01-01-04.wav,1940.4443,1129.9742,144.23076923,0.022718275,218,fearful,negative
03-01-06-02-01-02-04.wav,1960.8557,1114.4624,165.44117647,0.023801947,200,fearful,negative
03-01-06-02-02-01-04.wav,1843.8186,1113.26,53.06603774,0.031143807,201,fearful,negative
03-01-06-02-02-02-04.wav,1824.7953,1107.5503,104.16666667,0.03141323,197,fearful,negative
03-01-07-01-01-01-04.wav,1809.924,1123.8171,108.17307692,0.0049165944,285,disgust,negative
03-01-07-01-01-02-04.wav,1862.6056,1121.877,114.79591837,0.0056398525,277,disgust,negative
03-01-07-01-02-01-04.wav,1869.3873,1118.2228,170.45454545,0.00813454,225,disgust,negative
03-01-07-01-02-02-04.wav,1803.1346,1115.7345,234.375,0.00898,227,disgust,negative
03-01-07-02-01-01-04.wav,1867.6178,1128.5491,92.21311475,0.014825466,250,disgust,negative
03-01-07-02-01-02-04.wav,1938.7673,1126.3429,130.81395349,0.011451569,267,disgust,negative
03-01-07-02-02-01-04.wav,1923.9993,1138.5878,160.71428571,0.009475043,233,disgust,negative
03-01-07-02-02-02-04.wav,1793.9357,1119.8342,160.71428571,0.012804449,219,disgust,negative
03-01-08-01-01-01-04.wav,1884.0074,1116.2705,181.4516129,0.005946024,230,surprised,positive
03-01-08-01-01-02-04.wav,1853.0272,1134.6298,181.4516129,0.008166057,225,surprised,positive
03-01-08-01-02-01-04.wav,1805.1462,1135.963,225.0,0.010021537,210,surprised,positive
03-01-08-01-02-02-04.wav,1798.0336,1112.6345,175.78125,0.010060891,206,surprised,positive
03-01-08-02-01-01-04.wav,1902.7014,1114.7963,125.0,0.018570868,215,surprised,positive
03-01-08-02-01-02-04.wav,1930.3934,1108.7762,144.23076923,0.016072948,209,surprised,positive
03-01-08-02-02-01-04.wav,1828.6284,1108.192,71.20253165,0.018525237,195,surprised,positive
03-01-08-02-02-02-04.wav,1856.0392,1110.6001,93.75,0.02209026,194,surprised,positive
03-01-01-01-01-01-05.wav,1386.117,1066.0718,108.17307692,0.0013985182,331,neutral,neutral
03-01-01-01-01-02-05.wav,1505.1172,1098.1896,100.44642857,0.0011632121,340,neutral,neutral
03-01-01-01-02-01-05.wav,1424.5298,1090.3363,77.05479452,0.002031557,280,neutral,neutral
03-01-01-01-02-02-05.wav,1379.377,1124.5491,125.0,0.0016613568,335,neutral,neutral
03-01-02-01-01-01-05.wav,1387.7139,1091.9076,80.35714286,0.0010454286,379,calm,neutral
03-01-02-01-01-02-05.wav,1504.8746,1153.6172,181.4516129,0.00066299166,385,calm,neutral
03-01-02-01-02-01-05.wav,1422.9839,1116.9778,148.02631579,0.0010040936,388,calm,neutral
03-01-02-01-02-02-05.wav,1413.46,1126.1543,83.95522388,0.0017081987,396,calm,neutral
03-01-02-02-01-01-05.wav,1437.2678,1061.9496,144.23076923,0.0009895726,445,calm,neutral
03-01-02-02-01-02-05.wav,1496.6444,1144.6416,181.4516129,0.00047081118,423,calm,neutral
03-01-02-02-02-01-05.wav,1385.6411,1122.9961,79.22535211,0.0008337889,448,calm,neutral
03-01-02-02-02-02-05.wav,1467.9778,1183.945,137.19512195,0.00066689734,404,calm,neutral
03-01-03-01-01-01-05.wav,1456.1128,1074.8356,165.44117647,0.0022507808,368,happy,positive
03-01-03-01-01-02-05.wav,1582.1819,1135.2626,100.44642857,0.0028805106,278,happy,positive
03-01-03-01-02-01-05.wav,1448.316,1126.3229,74.01315789,0.0022681956,301,happy,positive
03-01-03-01-02-02-05.wav,1207.5195,996.74866,152.02702703,0.004534536,291,happy,positive
03-01-03-02-01-01-05.wav,1423.6299,1083.4476,75.0,0.003550492,352,happy,positive
03-01-03-02-01-02-05.wav,1451.1947,1024.1582,92.21311475,0.008705862,235,happy,positive
03-01-03-02-02-01-05.wav,1288.1932,998.0704,127.84090909,0.008238145,222,happy,positive
03-01-03-02-02-02-05.wav,1400.0066,1114.7627,66.96428571,0.007791697,208,happy,positive
03-01-04-01-01-01-05.wav,1355.713,1113.9447,144.23076923,0.000703098,307,sad,negative
03-01-04-01-01-02-05.wav,1491.9569,1099.7314,140.625,0.0007037572,341,sad,negative
03-01-04-01-02-01-05.wav,1456.3586,1128.3594,112.5,0.0007707262,291,sad,negative
03-01-04-01-02-02-05.wav,1280.8395,1097.2596,181.4516129,0.0008642061,348,sad,negative
03-01-04-02-01-01-05.wav,1362.9657,1097.9698,122.2826087,0.0011346022,332,sad,negative
03-01-04-02-01-02-05.wav,1367.4459,1067.0541,152.02702703,0.000882326,307,sad,negative
03-01-04-02-02-01-05.wav,1480.2985,1174.3754,117.1875,0.0012600583,301,sad,negative
03-01-04-02-02-02-05.wav,1381.732,1083.4967,83.95522388,0.0011561689,291,sad,negative
03-01-05-01-01-01-05.wav,1599.3467,1068.0266,93.75,0.010272304,234,angry,negative
03-01-05-01-01-02-05.wav,1547.3176,1116.0328,93.75,0.009094225,233,angry,negative
03-01-05-01-02-01-05.wav,1315.8397,1032.7892,152.02702703,0.0033710825,352,angry,negative
03-01-05-01-02-02-05.wav,1355.6023,1023.99744,133.92857143,0.005515975,310,angry,negative
03-01-05-02-01-01-05.wav,1732.2238,1045.477,133.92857143,0.03685875,182,angry,negative
03-01-05-02-01-02-05.wav,1761.3352,1105.8688,110.29411765,0.03413958,188,angry,negative
03-01-05-02-02-01-05.wav,1576.9706,1050.1635,102.27272727,0.05289701,185,angry,negative
03-01-05-02-02-02-05.wav,1572.3287,994.99896,89.28571429,0.058674794,184,angry,negative
03-01-06-01-01-01-05.wav,1370.4763,1013.37067,165.44117647,0.0029833484,266,fearful,negative
03-01-06-01-01-02-05.wav,1480.5042,1102.0105,98.68421053,0.0026359544,294,fearful,negative
03-01-06-01-02-01-05.wav,1394.994,1094.022,63.20224719,0.0020705338,287,fearful,negative
03-01-06-01-02-02-05.wav,1386.24,1038.5916,68.59756098,0.0045111063,234,fearful,negative
03-01-06-02-01-01-05.wav,1549.6464,1000.0504,152.02702703,0.019214956,181,fearful,negative
03-01-06-02-01-02-05.wav,1593.6259,1047.0773,100.44642857,0.019157195,184,fearful,negative
